# Data for INRIM_LoYb-INRIM_ITYb1 
# File generated on: 2022-04-05T16:27:34+02:00
# With the script: 04-synchronize.py 
# 
# t           	ΔA→B            	flag
59633.000000	2.9638090574e-14	1	2.2e-17
59633.000012	2.8809927389e-14	1	2.2e-17
59633.000023	2.8042149663e-14	1	2.2e-17
59633.000035	2.6722795936e-14	1	2.2e-17
59633.000046	2.4283575393e-14	1	2.2e-17
59633.000058	2.1844354851e-14	1	2.2e-17
59633.000069	2.1462413508e-14	1	2.2e-17
59633.000081	2.1532070243e-14	1	2.2e-17
59633.000093	2.1757394194e-14	1	2.2e-17
59633.000104	2.2313511080e-14	1	2.2e-17
59633.000116	2.2869627967e-14	1	2.2e-17
59633.000127	2.3456194934e-14	1	2.2e-17
59633.000139	2.4049904516e-14	1	2.2e-17
59633.000150	2.4755827675e-14	1	2.2e-17
59633.000162	2.5711516607e-14	1	2.2e-17
59633.000174	2.6667205539e-14	1	2.2e-17
59633.000185	2.6841917590e-14	1	2.2e-17
59633.000197	2.6833437466e-14	1	2.2e-17
59633.000208	2.6565359625e-14	1	2.2e-17
59633.000220	2.5691553643e-14	1	2.2e-17
59633.000231	2.4817747660e-14	1	2.2e-17
59633.000243	2.5394720600e-14	1	2.2e-17
59633.000255	2.6334388378e-14	1	2.2e-17
59633.000266	2.6726905873e-14	1	2.2e-17
59633.000278	2.5779848287e-14	1	2.2e-17
59633.000289	2.4832790701e-14	1	2.2e-17
59633.000301	2.3863785224e-14	1	2.2e-17
59633.000313	2.2888945496e-14	1	2.2e-17
59633.000324	2.2632729317e-14	1	2.2e-17
59633.000336	2.4224402525e-14	1	2.2e-17
59633.000347	2.5816075734e-14	1	2.2e-17
59633.000359	2.5414945128e-14	1	2.2e-17
59633.000370	2.4451741557e-14	1	2.2e-17
59633.000382	2.3847229240e-14	1	2.2e-17
59633.000394	2.4165065993e-14	1	2.2e-17
59633.000405	2.4482902745e-14	1	2.2e-17
59633.000417	2.5662509571e-14	1	2.2e-17
59633.000428	2.7099528265e-14	1	2.2e-17
59633.000440	2.8041099037e-14	1	2.2e-17
59633.000451	2.7643125299e-14	1	2.2e-17
59633.000463	2.7245151562e-14	1	2.2e-17
59633.000475	2.6637524848e-14	1	2.2e-17
59633.000486	2.5963691927e-14	1	2.2e-17
59633.000498	2.5661199763e-14	1	2.2e-17
59633.000509	2.6415600571e-14	1	2.2e-17
59633.000521	2.7170001379e-14	1	2.2e-17
59633.000532	2.7040772732e-14	1	2.2e-17
59633.000544	2.6632503188e-14	1	2.2e-17
