# Data for INRIM_LoYb-INRIM_ITYb1 
# File generated on: 2022-04-05T16:27:34+02:00
# With the script: 04-synchronize.py 
# 
# t           	ΔA→B            	flag
59634.000000	1.7701238517e-14	1	2.3e-17
59634.000012	1.8501495524e-14	1	2.3e-17
59634.000023	1.9490332566e-14	1	2.3e-17
59634.000035	2.0467486242e-14	1	2.3e-17
59634.000046	2.1164238854e-14	1	2.3e-17
59634.000058	2.1860991467e-14	1	2.3e-17
59634.000069	2.1651575918e-14	1	2.3e-17
59634.000081	2.0785969426e-14	1	2.3e-17
59634.000093	1.9888023588e-14	1	2.3e-17
59634.000104	1.8752922298e-14	1	2.3e-17
59634.000116	1.7617821007e-14	1	2.3e-17
59634.000127	1.6084613136e-14	1	2.3e-17
59634.000139	1.4337040271e-14	1	2.3e-17
59634.000150	1.3157201997e-14	1	2.3e-17
59634.000162	1.4397705019e-14	1	2.3e-17
59634.000174	1.5638208042e-14	1	2.3e-17
59634.000185	1.7334853491e-14	1	2.3e-17
59634.000197	1.9200209137e-14	1	2.3e-17
59634.000208	2.0723778027e-14	1	2.3e-17
59634.000220	2.1274569175e-14	1	2.3e-17
59634.000231	2.1825360323e-14	1	2.3e-17
59634.000243	2.1952284207e-14	1	2.3e-17
59634.000255	2.1973241244e-14	1	2.3e-17
59634.000266	2.1831230713e-14	1	2.3e-17
59634.000278	2.1358346521e-14	1	2.3e-17
59634.000289	2.0885462329e-14	1	2.3e-17
59634.000301	1.9895611402e-14	1	2.3e-17
59634.000313	1.8828512494e-14	1	2.3e-17
59634.000324	1.8477892344e-14	1	2.3e-17
59634.000336	1.9201989905e-14	1	2.3e-17
59634.000347	1.9926087466e-14	1	2.3e-17
59634.000359	1.9838412533e-14	1	2.3e-17
59634.000370	1.9698922387e-14	1	2.3e-17
59634.000382	2.0116347840e-14	1	2.3e-17
59634.000394	2.1137098479e-14	1	2.3e-17
59634.000405	2.2130179917e-14	1	2.3e-17
59634.000417	2.1767469130e-14	1	2.3e-17
59634.000428	2.1404758342e-14	1	2.3e-17
59634.000440	2.1644586327e-14	1	2.3e-17
59634.000451	2.2377400675e-14	1	2.3e-17
59634.000463	2.3065276105e-14	1	2.3e-17
59634.000475	2.3298768655e-14	1	2.3e-17
59634.000486	2.3532261205e-14	1	2.3e-17
59634.000498	2.2659943296e-14	1	2.3e-17
59634.000509	2.1109870259e-14	1	2.3e-17
59634.000521	1.9920694904e-14	1	2.3e-17
59634.000532	2.0626231164e-14	1	2.3e-17
59634.000544	2.1331767425e-14	1	2.3e-17
59634.000556	2.2622758820e-14	1	2.3e-17
59634.000567	2.4176780712e-14	1	2.3e-17
59634.000579	2.5562949255e-14	1	2.3e-17
59634.000590	2.6387174038e-14	1	2.3e-17
59634.000602	2.7211398821e-14	1	2.3e-17
59634.000613	2.8044676415e-14	1	2.3e-17
59634.000625	2.8880658097e-14	1	2.3e-17
59634.000637	2.9064534647e-14	1	2.3e-17
59634.000648	2.7726832211e-14	1	2.3e-17
59634.000660	2.6389129776e-14	1	2.3e-17
59634.000671	2.5715529165e-14	1	2.3e-17
59634.000683	2.5168424220e-14	1	2.3e-17
59634.000694	2.4890421583e-14	1	2.3e-17
59634.000706	2.5051480394e-14	1	2.3e-17
59634.000718	2.5212539204e-14	1	2.3e-17
59634.000729	2.4645213956e-14	1	2.3e-17
59634.000741	2.4005850799e-14	1	2.3e-17
59634.000752	2.3977163357e-14	1	2.3e-17
59634.000764	2.4694857201e-14	1	2.3e-17
59634.000775	2.5412551044e-14	1	2.3e-17
59634.000787	2.5063937404e-14	1	2.3e-17
59634.000799	2.4693562408e-14	1	2.3e-17
59634.000810	2.4434783754e-14	1	2.3e-17
59634.000822	2.4279017117e-14	1	2.3e-17
59634.000833	2.4066545024e-14	1	2.3e-17
59634.000845	2.2776668176e-14	1	2.3e-17
59634.000856	2.1486791327e-14	1	2.3e-17
59634.000868	2.1743550123e-14	1	2.3e-17
59634.000880	2.3075090001e-14	1	2.3e-17
59634.000891	2.4395140874e-14	1	2.3e-17
59634.000903	2.5630938948e-14	1	2.3e-17
59634.000914	2.6866737022e-14	1	2.3e-17
59634.000926	2.6812495322e-14	1	2.3e-17
59634.000938	2.6093687933e-14	1	2.3e-17
59634.000949	2.5493125384e-14	1	2.3e-17
59634.000961	2.5365542049e-14	1	2.3e-17
59634.000972	2.5237958715e-14	1	2.3e-17
59634.000984	2.6009443513e-14	1	2.3e-17
59634.000995	2.7113460329e-14	1	2.3e-17
59634.001007	2.7539927433e-14	1	2.3e-17
59634.001019	2.6134500697e-14	1	2.3e-17
59634.001030	2.4729073960e-14	1	2.3e-17
59634.001042	2.4635983355e-14	1	2.3e-17
59634.001053	2.4850724797e-14	1	2.3e-17
59634.001065	2.5239687823e-14	1	2.3e-17
59634.001076	2.5966845819e-14	1	2.3e-17
59634.001088	2.6694003814e-14	1	2.3e-17
59634.001100	2.6332189925e-14	1	2.3e-17
59634.001111	2.5821880031e-14	1	2.3e-17
59634.001123	2.5916126235e-14	1	2.3e-17
59634.001134	2.6880343102e-14	1	2.3e-17
59634.001146	2.7844559969e-14	1	2.3e-17
59634.001157	2.7286032155e-14	1	2.3e-17
59634.001169	2.6647359964e-14	1	2.3e-17
59634.001181	2.6420110949e-14	1	2.3e-17
59634.001192	2.6621077877e-14	1	2.3e-17
59634.001204	2.6803925225e-14	1	2.3e-17
59634.001215	2.6098912277e-14	1	2.3e-17
59634.001227	2.5393899329e-14	1	2.3e-17
59634.001238	2.5273560835e-14	1	2.3e-17
59634.001250	2.5612609520e-14	1	2.3e-17
59634.001262	2.5907720394e-14	1	2.3e-17
59634.001273	2.5758570717e-14	1	2.3e-17
59634.001285	2.5609421040e-14	1	2.3e-17
59634.001296	2.5170245802e-14	1	2.3e-17
59634.001308	2.4560738175e-14	1	2.3e-17
