59634.000000	-45500000	0
59634.000012	-45500000	0
59634.000023	-45500000	0
59634.000035	-45500000	0
59634.000046	-45500000	0
59634.000058	-45500000	0
59634.000069	-45500000	0
59634.000081	-45500000	0
59634.000093	-45500000	0
59634.000104	-45500000	0
59634.000116	-45500000	0
59634.000127	-45500000	0
59634.000139	-45500000	0
59634.000150	-45500000	0
59634.000162	-45500000	0
59634.000174	-45500000	0
59634.000185	-45500000	0
59634.000197	-45500000	0
59634.000208	-45500000	0
59634.000220	-45500000	0
59634.000231	-45500000	0
59634.000243	-45500000	0
59634.000255	-45500000	0
59634.000266	-45500000	0
59634.000278	-45500000	0
59634.000289	-45500000	0
59634.000301	-45500000	0
59634.000313	-45500000	0
59634.000324	-45500000	0
59634.000336	-45500000	0
59634.000347	-45500000	0
59634.000359	-45500000	0
59634.000370	-45500000	0
59634.000382	-45500000	0
59634.000394	-45500000	0
59634.000405	-45500000	0
59634.000417	-45500000	0
59634.000428	-45500000	0
59634.000440	-45500000	0
59634.000451	-45500000	0
59634.000463	-45500000	0
59634.000475	-45500000	0
59634.000486	-45500000	0
59634.000498	-45500000	0
59634.000509	-45500000	0
59634.000521	-45500000	0
59634.000532	-45500000	0
59634.000544	-45500000	0
59634.000556	-45500000	0
59634.000567	-45500000	0
59634.000579	-45500000	0
59634.000590	-45500000	0
59634.000602	-45500000	0
59634.000613	-45500000	0
59634.000625	-45500000	0
59634.000637	-45500000	0
59634.000648	-45500000	0
59634.000660	-45500000	0
59634.000671	-45500000	0
59634.000683	-45500000	0
59634.000694	-45500000	0
59634.000706	-45500000	0
59634.000718	-45500000	0
59634.000729	-45500000	0
59634.000741	-45500000	0
59634.000752	-45500000	0
59634.000764	-45500000	0
59634.000775	-45500000	0
59634.000787	-45500000	0
59634.000799	-45500000	0
59634.000810	-45500000	0
59634.000822	-45500000	0
59634.000833	-45500000	0
59634.000845	-45500000	0
59634.000856	-45500000	0
59634.000868	-45500000	0
59634.000880	-45500000	0
59634.000891	-45500000	0
59634.000903	-45500000	0
59634.000914	-45500000	0
59634.000926	-45500000	0
59634.000938	-45500000	0
59634.000949	-45500000	0
59634.000961	-45500000	0
59634.000972	-45500000	0
59634.000984	-45500000	0
59634.000995	-45500000	0
59634.001007	-45500000	0
59634.001019	-45500000	0
59634.001030	-45500000	0
59634.001042	-45500000	0
59634.001053	-45500000	0
59634.001065	-45500000	0
59634.001076	-45500000	0
59634.001088	-45500000	0
59634.001100	-45500000	0
59634.001111	-45500000	0
59634.001123	-45500000	0
59634.001134	-45500000	0
59634.001146	-45500000	0
59634.001157	-45500000	0
59634.001169	-45500000	0
59634.001181	-45500000	0
59634.001192	-45500000	0
59634.001204	-45500000	0
59634.001215	-45500000	0
59634.001227	-45500000	0
59634.001238	-45500000	0
59634.001250	-45500000	0
59634.001262	-45500000	0
59634.001273	-45500000	0
59634.001285	-45500000	0
