# Data for INRIM_RioMod-INRIM_LoYb 
# File generated on: 2022-04-05T16:26:03+02:00
# With the script: 03-ybcombine.py 
# 
# t           	ΔA→B             	flag
59634.366678	-6.0529500756e-15	1
59634.366690	-3.2939213530e-15	1
59634.366701	-3.7276755400e-15	1
59634.366782	-1.6865864390e-15	1
59634.366794	-2.4114033000e-15	1
59634.366806	-8.8074337000e-15	1
59634.366817	-5.3385054460e-15	1
59634.366829	-4.7598991150e-15	1
59634.366840	-2.2344366500e-15	1
59634.366852	-3.5097351880e-15	1
59634.366863	-5.0721402310e-15	1
59634.366875	-1.6582494290e-15	1
59634.366887	2.6142968700e-15	1
59634.366898	2.7695325650e-15	1
59634.366910	-3.2956822000e-16	1
59634.366921	-8.0507173500e-16	1
59634.366933	6.5079895000e-16	1
59634.366944	-1.3611740690e-15	1
59634.366956	-1.8845766300e-16	1
59634.366968	7.9706694500e-16	1
59634.366979	6.1948143290e-15	1
59634.366991	4.4573193196e-15	1
59634.367002	3.2241344070e-15	1
59634.367014	-2.8775519100e-16	1
59634.367025	2.5378889000e-16	1
59634.367037	1.8184257181e-15	1
59634.367049	3.7807446080e-15	1
59634.367060	4.8357435200e-15	1
59634.367072	4.0074132900e-15	1
59634.367083	3.6367659050e-15	1
59634.367095	2.0740128800e-15	1
59634.367106	5.2840096270e-15	1
59634.367118	1.4127786790e-15	1
59634.367130	1.6615774150e-15	1
59634.367141	3.1250317800e-15	1
59634.367153	3.8669306430e-15	1
59634.367164	4.0511626930e-15	1
59634.367176	6.7590109380e-15	1
59634.367188	7.6109264500e-15	1
59634.367199	7.7015155400e-15	1
59634.367211	7.6942720270e-15	1
59634.367222	6.4037415718e-15	1
59634.367234	7.2287416643e-15	1
59634.367245	7.2258261120e-15	1
59634.367257	9.6696691600e-15	1
59634.367269	9.4927197080e-15	1
59634.367280	8.6231625933e-15	1
59634.367292	8.3405288240e-15	1
59634.367303	1.4071245780e-14	1
59634.367315	1.3566494220e-14	1
59634.367326	1.0290769010e-14	1
59634.367338	1.0397242309e-14	1
59634.367350	8.8393557570e-15	1
59634.367361	7.9600979362e-15	1
59634.367373	8.4239878720e-15	1
59634.367384	1.1419709806e-14	1
59634.367396	1.2222304310e-14	1
59634.367407	1.3311570848e-14	1
59634.367419	1.4040544043e-14	1
59634.367431	1.5434879391e-14	1
59634.367442	1.9289216769e-14	1
59634.367454	1.8466768113e-14	1
59634.367465	1.7789403040e-14	1
59634.367477	1.6595290721e-14	1
59634.367488	1.7228726387e-14	1
59634.367500	1.8389189382e-14	1
59634.367512	2.2244238820e-14	1
59634.367523	1.9256622545e-14	1
59634.367535	1.7173549333e-14	1
59634.367546	1.6839545145e-14	1
59634.367558	1.5189456170e-14	1
59634.367569	1.5958846970e-14	1
59634.367581	1.7529410550e-14	1
59634.367593	1.6834576398e-14	1
59634.367604	2.0433762269e-14	1
59634.367616	2.3547326983e-14	1
59634.367627	2.3956107329e-14	1
59634.367639	3.0407836540e-14	1
59634.367650	2.4987897446e-14	1
59634.367662	2.5181322540e-14	1
59634.367674	2.6370953169e-14	1
59634.367685	2.7088951009e-14	1
59634.367697	3.0353393077e-14	1
59634.367708	2.8926031596e-14	1
59634.367720	2.9636216677e-14	1
59634.367731	2.6854264332e-14	1
59634.367743	2.7158930459e-14	1
59634.367755	2.7266057880e-14	1
59634.367766	2.8765615218e-14	1
59634.367778	2.6699182216e-14	1
59634.367789	2.6963392257e-14	1
59634.367801	2.8081540501e-14	1
59634.367813	2.8321946713e-14	1
59634.367824	2.8862892850e-14	1
59634.367836	2.5807524682e-14	1
59634.367847	2.7634873460e-14	1
59634.367859	2.9961064959e-14	1
59634.367870	2.9161253398e-14	1
59634.367882	2.9279430320e-14	1
59634.367894	3.1521719170e-14	1
59634.367905	3.8350258923e-14	1
59634.367917	3.5327640091e-14	1
59634.367928	3.4935654320e-14	1
59634.367940	3.4385120406e-14	1
59634.367951	3.4460972920e-14	1
59634.367963	3.6156788547e-14	1
59634.367975	3.7019574079e-14	1
59634.367986	3.6240781744e-14	1
59634.367998	3.7334808007e-14	1
59634.368009	3.8775442003e-14	1
59634.368021	3.7015915502e-14	1
59634.368032	3.6549655555e-14	1
59634.368044	3.9118251340e-14	1
59634.368056	3.9549126115e-14	1
59634.368067	3.9190872791e-14	1
59634.368079	4.0337730756e-14	1
59634.368090	4.2118772332e-14	1
59634.368102	3.7296301136e-14	1
59634.368113	3.9751881478e-14	1
59634.368125	4.2142840756e-14	1
59634.368137	4.4009097985e-14	1
59634.368148	4.3379894709e-14	1
59634.368160	4.2931949100e-14	1
59634.368171	4.6401266340e-14	1
59634.368183	4.6083170190e-14	1
59634.368194	4.7512422511e-14	1
59634.368206	4.6540498522e-14	1
59634.368218	4.5750856335e-14	1
59634.368229	4.7366505426e-14	1
59634.368241	5.0649264001e-14	1
59634.368252	5.4748537036e-14	1
59634.368264	5.4068331143e-14	1
59634.368275	5.0384125970e-14	1
59634.368287	5.1494738580e-14	1
59634.368299	5.2186528672e-14	1
59634.368310	5.8644300200e-14	1
59634.368322	5.6872151870e-14	1
59634.368333	5.2815219575e-14	1
59634.368345	5.2091678079e-14	1
59634.368356	5.4539766382e-14	1
59634.368368	5.5258172406e-14	1
59634.368380	5.6523068696e-14	1
59634.368391	5.7782299662e-14	1
59634.368403	5.7903849145e-14	1
59634.368414	5.8640246004e-14	1
59634.368426	6.0199211992e-14	1
59634.368438	5.9892168160e-14	1
59634.368449	5.7283272102e-14	1
59634.368461	5.9318678260e-14	1
59634.368472	6.3066288365e-14	1
59634.368484	6.1486493560e-14	1
59634.368495	6.2453268757e-14	1
59634.368507	6.2642673442e-14	1
59634.368519	6.3774125366e-14	1
59634.368530	6.3467164495e-14	1
59634.368542	5.8365561884e-14	1
59634.368553	5.8714258747e-14	1
59634.368565	5.6006995118e-14	1
59634.368576	5.7591239059e-14	1
59634.368588	6.5422552080e-14	1
59634.368600	6.6758321120e-14	1
59634.368611	5.9767107387e-14	1
59634.368623	5.7218523219e-14	1
